	contribution	tag	corpus	id_elf	count
5373	3-50899	Revoir niches	Taxer TOUS les revenus quels qu' ils soient mais proportionnellement et LUTTE sans merci contre la fraude, l'évasion fiscale,le blanchiment d'argent etc.	FI8	1
5374	3-50899	Taux IR égal pour tous	Taxer TOUS les revenus quels qu' ils soient mais proportionnellement et LUTTE sans merci contre la fraude, l'évasion fiscale,le blanchiment d'argent etc.	FI8	2
5375	3-50899	Taxer toutes les ressources	Taxer TOUS les revenus quels qu' ils soient mais proportionnellement et LUTTE sans merci contre la fraude, l'évasion fiscale,le blanchiment d'argent etc.	FI8	1
5376	3-50905	Remise à plat, simplification	Plus de concentration dans la levée  de l'impôt	FI7	1
5377	3-50908	Bilan régulier, fréquent	Lister sur les feuilles d'impots comment l'argent est depenser. Rendre l'impot plus lisible: liste des depenses detaillees sur des sites publiques.	FI7	1
5378	3-50908	Détail des dépenses, comptes	Lister sur les feuilles d'impots comment l'argent est depenser. Rendre l'impot plus lisible: liste des depenses detaillees sur des sites publiques.	FI7	3
5379	3-50908	Exemples concrets d'usage	Lister sur les feuilles d'impots comment l'argent est depenser. Rendre l'impot plus lisible: liste des depenses detaillees sur des sites publiques.	FI7	1
5380	3-50908	Par site Internet	Lister sur les feuilles d'impots comment l'argent est depenser. Rendre l'impot plus lisible: liste des depenses detaillees sur des sites publiques.	FI7	4
5381	3-50908	Pédagogie, visualisation	Lister sur les feuilles d'impots comment l'argent est depenser. Rendre l'impot plus lisible: liste des depenses detaillees sur des sites publiques.	FI7	1
5382	3-50908	Répartition dépenses, recettes	Lister sur les feuilles d'impots comment l'argent est depenser. Rendre l'impot plus lisible: liste des depenses detaillees sur des sites publiques.	FI7	2
5383	3-50956	Idée marquée	Rendre la fiscalité plus simple. Arrêtons les usines à gaz de BERCY. Faire KISS (Keep It Simple and Stupid). Par exemple supprimer le quotient familial dans le calcul de l'impôt sur le revenu. Ce dernier doit être individualisé et progressif depuis le 1er euro perçu (plus de tranches). Supprimer toutes les niches fiscales.	FI8	1
5384	3-50956	Impôt symbolique pour tous	Rendre la fiscalité plus simple. Arrêtons les usines à gaz de BERCY. Faire KISS (Keep It Simple and Stupid). Par exemple supprimer le quotient familial dans le calcul de l'impôt sur le revenu. Ce dernier doit être individualisé et progressif depuis le 1er euro perçu (plus de tranches). Supprimer toutes les niches fiscales.	FI8	2
5385	3-50956	P + de tranches IR progressives	Rendre la fiscalité plus simple. Arrêtons les usines à gaz de BERCY. Faire KISS (Keep It Simple and Stupid). Par exemple supprimer le quotient familial dans le calcul de l'impôt sur le revenu. Ce dernier doit être individualisé et progressif depuis le 1er euro perçu (plus de tranches). Supprimer toutes les niches fiscales.	FI8	3
5386	3-50956	Revoir niches	Rendre la fiscalité plus simple. Arrêtons les usines à gaz de BERCY. Faire KISS (Keep It Simple and Stupid). Par exemple supprimer le quotient familial dans le calcul de l'impôt sur le revenu. Ce dernier doit être individualisé et progressif depuis le 1er euro perçu (plus de tranches). Supprimer toutes les niches fiscales.	FI8	2
5387	3-50956	Simplifier	Rendre la fiscalité plus simple. Arrêtons les usines à gaz de BERCY. Faire KISS (Keep It Simple and Stupid). Par exemple supprimer le quotient familial dans le calcul de l'impôt sur le revenu. Ce dernier doit être individualisé et progressif depuis le 1er euro perçu (plus de tranches). Supprimer toutes les niches fiscales.	FI8	3
5388	3-50986	Transparence	La transparence du gouvernement !	FI7	3
5389	3-50987	Détail des dépenses, comptes	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	1
5390	3-50987	Exemples concrets d'usage	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	5
5391	3-50987	Idée marquée	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	1
5392	3-50987	Indicateurs d'efficacité	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	2
5393	3-50987	Prévision, rétrospective	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	1
5394	3-50987	Pédagogie, visualisation	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	2
5395	3-50987	Répartition de la contribution	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	1
5396	3-50987	Transparence	Donner des informations concrètes sur le coût des dépenses de nos services publiques. par exemple: Combien coute une année scolaire d'un enfant en maternelle, primaire, collège ect .. Combien coute les soins à l’hôpital  lorsque nous en bénéficions Ces informations nous permettraient de mieux prendre conscience des avantages de notre système social. Nous informer sur les mesures prises pour optimiser nos dépenses dans les différents organismes publiques	FI7	1
5397	3-51002	Impôt symbolique pour tous	que tout le monde paie des impôts et une nouvelle tranche pour les hauts salaires  taxer les GAFA   les artistes les footballeurs .....	FI8	3
5398	3-51002	P + de tranches IR progressives	que tout le monde paie des impôts et une nouvelle tranche pour les hauts salaires  taxer les GAFA   les artistes les footballeurs .....	FI8	1
5399	3-51002	Taxer les multinationales, GAFAM	que tout le monde paie des impôts et une nouvelle tranche pour les hauts salaires  taxer les GAFA   les artistes les footballeurs .....	FI8	2
5400	3-51002	Taxer les riches	que tout le monde paie des impôts et une nouvelle tranche pour les hauts salaires  taxer les GAFA   les artistes les footballeurs .....	FI8	3
5401	3-51010	Impôt symbolique pour tous	un impôt à la source sur l'ensemble des revenus perçus ou générés en France et supprimer les niches fiscales	FI8	1
5402	3-51010	Revoir niches	un impôt à la source sur l'ensemble des revenus perçus ou générés en France et supprimer les niches fiscales	FI8	3
5403	3-51010	Taxer toutes les ressources	un impôt à la source sur l'ensemble des revenus perçus ou générés en France et supprimer les niches fiscales	FI8	1
5404	3-51011	Baisser CSG	Annuler l'augmentation de la Contribution Sociale généralisée (CSG) pour TOUS les retraités.	FI8	3
5405	3-51016	Impôt symbolique pour tous	Impôt dès le premier euro	FI8	3
5406	3-51033	Cour des Comptes, organisme de contrôle	Tout les ans la cour des compte publie la gabegie des deniers public, mais rien ne change Ma proposition : donner un vrai pouvoir de sanction à la cour des compte allant jusqu'à la condamnation et la révocation d'un élu dans les cas graves	FI7	3
5407	3-51034	Rétablir ISF	retour de l'isf (pas primordial mais symbolique)	FI8	3
5408	3-51042	Taxer les multinationales, GAFAM	"Optimiser le fonctionnement de nos administrations pour qu'elles fonctionnent avec un budget à l'équilibre voir bénéficiaire pour rembourser nos dettes. Cessez le fonctionnement électoraliste: ""je donne une aide tu votes pour moi"",  Stopper les messages du type ""service gratuit"" IL Y A TOUJOURS QUELQU'UN QUI PAIE. Pourquoi les moyennes et grosses sociétés paient moins d'impôts que les petites qui finalement emploient le plus de salariés. Pourquoi les grosses société peuvent faire en sorte que le Credit d'Impôt Recherche leur paie des services entier de développement, ils ont probablement les moyens de faire sans."	FI8	1
