	contribution	tag	corpus	question	count
609	1-24525	Aucun signe ostentatoire (croix, voile, kippa...)	Les religions doivent plus que jamais rester du domaine de la sphère privée. Chaque citoyen est autorisé à pratiquer une religion déclarée et organisée qui se doit de définir des principes théologiques en cohérence avec la constitution de la République française et ses lois. Aucune religion ne peut prétendre à être au-dessus des lois de la République, sinon elle se définie hors la loi et doit être à ce titre condamnée. Le prosélytisme publique doit être interdit et réprimé. Les religions on un droit de culte qui doit être équitable. Soit l'état subventionne de manière équitable chaque religion déclarée et conforme aux principe de la constitution de la République soit il n'y a aucune subvention pour aucune d'entre elles. exprimé sa religion de manière ostentatoire par des signes ou des paroles en dehors de la sphère privée ou les lieux de culte doit être interdit. seuls peuvent être acceptée des évènements en fonction du calendrier religieux accordés par les préfectures en fonction des accords entre l'état et les dites religions.	127	5
610	1-24525	Garantir la liberté de culte	Les religions doivent plus que jamais rester du domaine de la sphère privée. Chaque citoyen est autorisé à pratiquer une religion déclarée et organisée qui se doit de définir des principes théologiques en cohérence avec la constitution de la République française et ses lois. Aucune religion ne peut prétendre à être au-dessus des lois de la République, sinon elle se définie hors la loi et doit être à ce titre condamnée. Le prosélytisme publique doit être interdit et réprimé. Les religions on un droit de culte qui doit être équitable. Soit l'état subventionne de manière équitable chaque religion déclarée et conforme aux principe de la constitution de la République soit il n'y a aucune subvention pour aucune d'entre elles. exprimé sa religion de manière ostentatoire par des signes ou des paroles en dehors de la sphère privée ou les lieux de culte doit être interdit. seuls peuvent être acceptée des évènements en fonction du calendrier religieux accordés par les préfectures en fonction des accords entre l'état et les dites religions.	127	5
611	1-24525	Loi de la République avant celles de la religion	Les religions doivent plus que jamais rester du domaine de la sphère privée. Chaque citoyen est autorisé à pratiquer une religion déclarée et organisée qui se doit de définir des principes théologiques en cohérence avec la constitution de la République française et ses lois. Aucune religion ne peut prétendre à être au-dessus des lois de la République, sinon elle se définie hors la loi et doit être à ce titre condamnée. Le prosélytisme publique doit être interdit et réprimé. Les religions on un droit de culte qui doit être équitable. Soit l'état subventionne de manière équitable chaque religion déclarée et conforme aux principe de la constitution de la République soit il n'y a aucune subvention pour aucune d'entre elles. exprimé sa religion de manière ostentatoire par des signes ou des paroles en dehors de la sphère privée ou les lieux de culte doit être interdit. seuls peuvent être acceptée des évènements en fonction du calendrier religieux accordés par les préfectures en fonction des accords entre l'état et les dites religions.	127	7
612	1-24525	Même traitement pour toutes les religions	Les religions doivent plus que jamais rester du domaine de la sphère privée. Chaque citoyen est autorisé à pratiquer une religion déclarée et organisée qui se doit de définir des principes théologiques en cohérence avec la constitution de la République française et ses lois. Aucune religion ne peut prétendre à être au-dessus des lois de la République, sinon elle se définie hors la loi et doit être à ce titre condamnée. Le prosélytisme publique doit être interdit et réprimé. Les religions on un droit de culte qui doit être équitable. Soit l'état subventionne de manière équitable chaque religion déclarée et conforme aux principe de la constitution de la République soit il n'y a aucune subvention pour aucune d'entre elles. exprimé sa religion de manière ostentatoire par des signes ou des paroles en dehors de la sphère privée ou les lieux de culte doit être interdit. seuls peuvent être acceptée des évènements en fonction du calendrier religieux accordés par les préfectures en fonction des accords entre l'état et les dites religions.	127	3
613	1-24525	Redonner un aspect privé à la religion	Les religions doivent plus que jamais rester du domaine de la sphère privée. Chaque citoyen est autorisé à pratiquer une religion déclarée et organisée qui se doit de définir des principes théologiques en cohérence avec la constitution de la République française et ses lois. Aucune religion ne peut prétendre à être au-dessus des lois de la République, sinon elle se définie hors la loi et doit être à ce titre condamnée. Le prosélytisme publique doit être interdit et réprimé. Les religions on un droit de culte qui doit être équitable. Soit l'état subventionne de manière équitable chaque religion déclarée et conforme aux principe de la constitution de la République soit il n'y a aucune subvention pour aucune d'entre elles. exprimé sa religion de manière ostentatoire par des signes ou des paroles en dehors de la sphère privée ou les lieux de culte doit être interdit. seuls peuvent être acceptée des évènements en fonction du calendrier religieux accordés par les préfectures en fonction des accords entre l'état et les dites religions.	127	6
614	1-24525	Stop prosélytisme	Les religions doivent plus que jamais rester du domaine de la sphère privée. Chaque citoyen est autorisé à pratiquer une religion déclarée et organisée qui se doit de définir des principes théologiques en cohérence avec la constitution de la République française et ses lois. Aucune religion ne peut prétendre à être au-dessus des lois de la République, sinon elle se définie hors la loi et doit être à ce titre condamnée. Le prosélytisme publique doit être interdit et réprimé. Les religions on un droit de culte qui doit être équitable. Soit l'état subventionne de manière équitable chaque religion déclarée et conforme aux principe de la constitution de la République soit il n'y a aucune subvention pour aucune d'entre elles. exprimé sa religion de manière ostentatoire par des signes ou des paroles en dehors de la sphère privée ou les lieux de culte doit être interdit. seuls peuvent être acceptée des évènements en fonction du calendrier religieux accordés par les préfectures en fonction des accords entre l'état et les dites religions.	127	4
615	1-24530	Application loi 1905	Rien, ce qui est en place est largement suffisant.	127	1
616	1-24530	Y Rien	Rien, ce qui est en place est largement suffisant.	127	2
617	1-24625	Y Rien	pas d'avis	127	1
618	1-24639	Application loi 1905	La laïcité doit être renforcée, les religions sont du domaine privé.	127	2
619	1-24639	Condamnation des atteintes à la laïcité	La laïcité doit être renforcée, les religions sont du domaine privé.	127	2
620	1-24639	Redonner un aspect privé à la religion	La laïcité doit être renforcée, les religions sont du domaine privé.	127	4
621	1-24639	Séparation stricte Etat-religions	La laïcité doit être renforcée, les religions sont du domaine privé.	127	2
622	1-2464	Réduire financements étrangers	Limiter l'influence des pays étrangers dans la pratique des cultes en France	127	4
623	1-2464	Stop prosélytisme	Limiter l'influence des pays étrangers dans la pratique des cultes en France	127	1
624	1-24690	Y Rien	Rien	127	3
625	1-24720	Condamnation des atteintes à la laïcité	sanctionner plus sévèrement l'intolérance sous toutes ces formes	127	4
626	1-24720	Lutte contre extrémismes	sanctionner plus sévèrement l'intolérance sous toutes ces formes	127	1
627	1-24720	Plus de tolérance	sanctionner plus sévèrement l'intolérance sous toutes ces formes	127	5
628	1-24779	Application loi 1905	les principes de la laicite sont deja clairement defini	127	1
629	1-24779	Y Rien	les principes de la laicite sont deja clairement defini	127	3
630	1-24916	Application loi 1905	Simplement respecter a la lettre la loi de 1905 et surtout refuser tout aménagement pour tel ou tel culte.	127	4
631	1-24916	Loi de la République avant celles de la religion	Simplement respecter a la lettre la loi de 1905 et surtout refuser tout aménagement pour tel ou tel culte.	127	1
632	1-24916	Même traitement pour toutes les religions	Simplement respecter a la lettre la loi de 1905 et surtout refuser tout aménagement pour tel ou tel culte.	127	1
633	1-24916	Séparation stricte Etat-religions	Simplement respecter a la lettre la loi de 1905 et surtout refuser tout aménagement pour tel ou tel culte.	127	1
634	1-24924	Y Rien	Rien	127	3
635	1-24946	Y Rien	NSP	127	1
636	1-24964	Application loi 1905	Garder les principes de la loi de séparation des églises et de l'état	127	1
637	1-24984	Aucun signe ostentatoire (croix, voile, kippa...)	Les principes de la laïcité sont généralement respectés par nos concitoyens exception faite des musulmans intégristes  qui tentent d'imposer leurs principes et coutumes religieux en particulier au sein de l'école. L'Etat doit se montrer plus ferme en matière de respect de la laïcité par la communauté musulmane : interdiction ferme du voile intégral dans la rue et pour les mères qui accompagnent les sorties scolaires. Aucune tolérance envers les intégristes qui refusent de se faire examiner par des médecins femmes. Aucune tolérance non plus envers ceux qui refusent que leurs épouses soient examinées par des médecins hommes. Pas de participation de certains maires aux fètes de l'AID pour gagner un électorat facile. Toute personne accueillie sur notre territoire doit s'engager à respecter nos us et coutumes en contrepartie nous devons lui fournir un logement et un travail afin de lui permettre de mieux s'intégrer.	127	3
