contribution;tag;corpus;question;count
8 780;Plus de moyens aux communes / plus de décentralisation;En étant proche des gens &&En expliquant &&En simplifiant &&En donnant une légère marge de manœuvres aux administrations;OE11;1
3 300;envers les handicapés;Le fait que les personnes handicapées soient marginalisées et pas assez accompagnées pour s'intégrer dans la société.;DC12;1
15 854;Santé (hôpitaux, médecins);Pas assez d’hôpitaux, de services pour les enfants handicapés.;OE10;1
15 853;discriminations de classe / inégalités sociales;La haine contre les plus pauvres, il serait temps de cesser la stigmatisation.;DC12;1
43 401;Impôt symbolique pour tous;Taxer tous les ménages en fonction de leurs revenus;FI8;1
43 401;Plus de tranches IR progressives;Taxer tous les ménages en fonction de leurs revenus;FI8;1
43 443;Autre / Passer;.;OE10;1
50 091;Taxer les multinationales, GAFAM;Qu’elle soit proportionnelle.&&Commencer par supprimer les avantages fiscaux des grandes puissances économiques qui sont souvent abusifs : et pénaliser ces derniers quand ils ne payent pas !!!!;FI8;1
50 091;Taux IR égal pour tous;Qu’elle soit proportionnelle.&&Commencer par supprimer les avantages fiscaux des grandes puissances économiques qui sont souvent abusifs : et pénaliser ces derniers quand ils ne payent pas !!!!;FI8;1
43 461;racisme, xénophobie, discriminations religieuses;Racisme, aidons nos sdf avant d'aider des migrant ceci n'est pas une preuve de  non humanité mais concentrons nous sur notre pays car il va très mal et chaque pays devrait faire de même il y a aussi le problème des aides je ne comprend pas que mes voisins qui ne travaillent pas s'en sortent mieux que moi alors que je ne fais aucun excès il peuvent Meme partir en vacances avec l'aide de la caf de 750€  alors que moi je ne peux pas me permettre 😠😠;DC12;1
43 461;discriminations de classe / inégalités sociales;Racisme, aidons nos sdf avant d'aider des migrant ceci n'est pas une preuve de  non humanité mais concentrons nous sur notre pays car il va très mal et chaque pays devrait faire de même il y a aussi le problème des aides je ne comprend pas que mes voisins qui ne travaillent pas s'en sortent mieux que moi alors que je ne fais aucun excès il peuvent Meme partir en vacances avec l'aide de la caf de 750€  alors que moi je ne peux pas me permettre 😠😠;DC12;1
43 461;renforcer les lois (ex : parité H/F, …);Racisme, aidons nos sdf avant d'aider des migrant ceci n'est pas une preuve de  non humanité mais concentrons nous sur notre pays car il va très mal et chaque pays devrait faire de même il y a aussi le problème des aides je ne comprend pas que mes voisins qui ne travaillent pas s'en sortent mieux que moi alors que je ne fais aucun excès il peuvent Meme partir en vacances avec l'aide de la caf de 750€  alors que moi je ne peux pas me permettre 😠😠;DC12;1
28 800;En étant proche des gens / présence physique;Il faudrait peut être plus de proximité&&Plus de communication pour que les démarches administratives ne soient pas obscures, de la communication dans différentes langues, afin de n’exclure personne ainsi que la possibilité d’avoir des traducteurs, enfin il faut plus de centre sociaux apte à accueillir toute personne dans le besoin;OE11;1
28 800;Simplification démarche administratives;Il faudrait peut être plus de proximité&&Plus de communication pour que les démarches administratives ne soient pas obscures, de la communication dans différentes langues, afin de n’exclure personne ainsi que la possibilité d’avoir des traducteurs, enfin il faut plus de centre sociaux apte à accueillir toute personne dans le besoin;OE11;1
28 800;Plateforme unique service publique et maison de services publics;Il faudrait peut être plus de proximité&&Plus de communication pour que les démarches administratives ne soient pas obscures, de la communication dans différentes langues, afin de n’exclure personne ainsi que la possibilité d’avoir des traducteurs, enfin il faut plus de centre sociaux apte à accueillir toute personne dans le besoin;OE11;1
43 660;vote obligatoire;Sanctionner ceux qui ne votent pas. Une amande par exemple.;DC11;1
43 642;Taux IR égal pour tous;Rendre un pourcentage équivalent pour tout le monde. Que quelqu’un gagne un smic ou 6000€ par mois qu’il paie le même pourcentage sur leurs revenus;FI8;1
18 752;Aides financières, fiscalité incitative, baisse prix;Des infrastructures mit en place par les acteurs politiques. Des pistes cyclables, le ramassage du composte en ville, la mise en place de jardin partagé, augmenter le prix des produits non écologique ( taxe carbone, baisse de la TVA sur les produits locaux et bio).;TE12;1
18 752;Idée marquée;Des infrastructures mit en place par les acteurs politiques. Des pistes cyclables, le ramassage du composte en ville, la mise en place de jardin partagé, augmenter le prix des produits non écologique ( taxe carbone, baisse de la TVA sur les produits locaux et bio).;TE12;1
18 752;Pistes cyclables;Des infrastructures mit en place par les acteurs politiques. Des pistes cyclables, le ramassage du composte en ville, la mise en place de jardin partagé, augmenter le prix des produits non écologique ( taxe carbone, baisse de la TVA sur les produits locaux et bio).;TE12;1
18 752;Taxer les gros pollueurs;Des infrastructures mit en place par les acteurs politiques. Des pistes cyclables, le ramassage du composte en ville, la mise en place de jardin partagé, augmenter le prix des produits non écologique ( taxe carbone, baisse de la TVA sur les produits locaux et bio).;TE12;1
18 752;Taxer les produits et services non écolo;Des infrastructures mit en place par les acteurs politiques. Des pistes cyclables, le ramassage du composte en ville, la mise en place de jardin partagé, augmenter le prix des produits non écologique ( taxe carbone, baisse de la TVA sur les produits locaux et bio).;TE12;1
18 752;Tri sélectif plus facile;Des infrastructures mit en place par les acteurs politiques. Des pistes cyclables, le ramassage du composte en ville, la mise en place de jardin partagé, augmenter le prix des produits non écologique ( taxe carbone, baisse de la TVA sur les produits locaux et bio).;TE12;1
43 670;Aides financières, fiscalité incitative, baisse prix;J'essaie d'acheter au Biocoop le plus possible, de manger des fruits et des légumes frais, mais vers la fin du mois, ça devient compliqué, et je suis obligée de revenir faire mes courses au carrefour et de me nourrir de coquillettes 1et prix à la margarine.&&Les prix du bio baissent doucement et je sais que ça doit prendre du temps, mais il serait appréciable que l'État laisse un peu tomber ses obsessions de compétitivité pour donner un coup de pouce aux producteurs de bio, tant du côté des subventions que de la sensibilisation des consommateurs, afin d'accélérer légèrement la courbe descendante. Et peut-être même que les rendements le surprendraient...;TE12;1
43 670;Commerce de proximité, circuit-court;J'essaie d'acheter au Biocoop le plus possible, de manger des fruits et des légumes frais, mais vers la fin du mois, ça devient compliqué, et je suis obligée de revenir faire mes courses au carrefour et de me nourrir de coquillettes 1et prix à la margarine.&&Les prix du bio baissent doucement et je sais que ça doit prendre du temps, mais il serait appréciable que l'État laisse un peu tomber ses obsessions de compétitivité pour donner un coup de pouce aux producteurs de bio, tant du côté des subventions que de la sensibilisation des consommateurs, afin d'accélérer légèrement la courbe descendante. Et peut-être même que les rendements le surprendraient...;TE12;1
43 670;Education, infos fiables sur l'impact de chaque geste;J'essaie d'acheter au Biocoop le plus possible, de manger des fruits et des légumes frais, mais vers la fin du mois, ça devient compliqué, et je suis obligée de revenir faire mes courses au carrefour et de me nourrir de coquillettes 1et prix à la margarine.&&Les prix du bio baissent doucement et je sais que ça doit prendre du temps, mais il serait appréciable que l'État laisse un peu tomber ses obsessions de compétitivité pour donner un coup de pouce aux producteurs de bio, tant du côté des subventions que de la sensibilisation des consommateurs, afin d'accélérer légèrement la courbe descendante. Et peut-être même que les rendements le surprendraient...;TE12;1
18 882;Digitalisation des services publics;Impossible de faire un tas de choses sur internet. Exemple&&Déclarer son enfant à la sécu sociale impossible par internet à paris;OE10;1
17 653;vote obligatoire;Il faut les rendre obligatoire et même que ce soit payé par l’entreprise un peu comme quand on fait une visite médicale qui est obligatoirement sur le temps de travail. Impliquer les employeurs dans le fait que tous les citoyens puisse participer et en général nous ne participons pas car souvent on travaille.;DC11;1
43 700;éduquer / former au vivre ensemble dès le plus jeune âge;Il ne faut pas lutter contre la discrimination par à grand coup de quota cela ne fait que renforcer la discrimination , il faut lutter avec une combinaison d éducation et de répression;DC12;1
43 700;pénaliser / condamner plus fermement;Il ne faut pas lutter contre la discrimination par à grand coup de quota cela ne fait que renforcer la discrimination , il faut lutter avec une combinaison d éducation et de répression;DC12;1
17 788;Lutte évasion, fraude, optimisation;Lutter contre l'évasion fiscale. Faire que les sociétés qui font du bénéfices en France paient bien leurs impôts en France. &&Réduire les dépenses superflues des politiques (voyages/deplacrments personnels au frais de l'état, ...);FI8;1
17 788;Taxer les multinationales, GAFAM;Lutter contre l'évasion fiscale. Faire que les sociétés qui font du bénéfices en France paient bien leurs impôts en France. &&Réduire les dépenses superflues des politiques (voyages/deplacrments personnels au frais de l'état, ...);FI8;1
17 788;Diminution salaires et suppression des avantages des parlementaires, ministres et hauts fonctionnaires;Lutter contre l'évasion fiscale. Faire que les sociétés qui font du bénéfices en France paient bien leurs impôts en France. &&Réduire les dépenses superflues des politiques (voyages/deplacrments personnels au frais de l'état, ...);FI8;1
43 992;Imposer des contraintes;Des lois ne pas laisser le choix au gens;TE12;1
30 063;Tri sélectif, compost, réduction déchets;Je suis zéro déchet et effondriste;TE11;1
44 160;Aucun signe ostentatoire (croix, voile, kippa...);Pour éviter les confrontations ou remarquent, interdire les vêtements ostentatoire stigmatisant certaines religions;DC13;1
15 890;Pas de menu religieux;Par exemple, ne pas se poser la question de menus spéciaux dans les cantines pour satisfaire certaines personnes, sinon, il faut aussi instaurer des menus végans, végétariens, sans gluten, sans sucre pour les diabétiques, etc etc. La France ne peut pas fonctionner en fonction des idéologies de chacun. Le respect mutuel est la base.;DC13;1
